day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;276500;BANANAS;4846;27;;;;;4851;4;4853;27;;;4848.5;1560.208984375
1;276500;PEARLS;9995;27;;;;;10002;4;10005;27;;;9998.5;1986.0
1;276600;PEARLS;9995;20;;;;;10002;7;10005;20;;;9998.5;1986.0
1;276600;BANANAS;4846;19;;;;;4851;7;4853;20;;;4848.5;1560.1904296875
1;276700;BANANAS;4846;2;4845;21;;;4850;8;4852;23;;;4848.0;1559.6044921875
1;276700;PEARLS;9996;2;9995;21;;;10002;7;10004;2;10005;21;9999.0;1986.0
1;276800;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1986.0
1;276800;BANANAS;4846;1;4845;25;;;4852;26;;;;;4849.0;1559.4853515625
1;276900;BANANAS;4845;22;;;;;4852;22;;;;;4848.5;1558.828125
1;276900;PEARLS;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;1986.0
1;277000;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;1986.0
1;277000;BANANAS;4845;30;;;;;4852;30;;;;;4848.5;1559.1181640625
1;277100;BANANAS;4845;23;;;;;4852;23;;;;;4848.5;1558.861328125
1;277100;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;1986.0
1;277200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1986.0
1;277200;BANANAS;4844;30;;;;;4851;30;;;;;4847.5;1557.3271484375
1;277300;BANANAS;4845;29;;;;;4852;29;;;;;4848.5;1558.1953125
1;277300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1986.0
1;277400;PEARLS;9995;30;;;;;10002;5;10005;30;;;9998.5;1986.0
1;277400;BANANAS;4845;30;;;;;4850;5;4852;30;;;4847.5;1558.3994140625
1;277500;BANANAS;4848;6;4845;26;;;4851;26;;;;;4849.5;1558.0068359375
1;277500;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1986.0
1;277600;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;1986.0
1;277600;BANANAS;4845;22;;;;;4852;22;;;;;4848.5;1558.189453125
1;277700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1986.0
1;277700;BANANAS;4845;31;;;;;4851;2;4852;29;;;4848.0;1558.6552734375
1;277800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1986.0
1;277800;BANANAS;4844;22;;;;;4850;1;4851;22;;;4847.0;1556.6552734375
1;277900;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;1986.0
1;277900;BANANAS;4844;27;;;;;4850;27;;;;;4847.0;1555.8662109375
1;278000;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1986.0
1;278000;BANANAS;4844;24;;;;;4850;1;4851;23;;;4847.0;1556.3251953125
1;278100;PEARLS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;1986.0
1;278100;BANANAS;4844;23;;;;;4849;7;4850;1;4851;22;4846.5;1556.30859375
1;278200;PEARLS;10002;3;9996;2;9995;25;10004;2;10005;25;;;10003.0;1986.0
1;278200;BANANAS;4848;3;4843;27;;;4850;27;;;;;4849.0;1555.291015625
1;278300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1992.0
1;278300;BANANAS;4843;27;;;;;4850;27;;;;;4846.5;1555.2578125
1;278400;PEARLS;10002;6;9996;2;9995;30;10004;2;10005;30;;;10003.0;1992.0
1;278400;BANANAS;4843;32;;;;;4849;32;;;;;4846.0;1554.134765625
1;278500;BANANAS;4843;20;;;;;4850;20;;;;;4846.5;1554.775390625
1;278500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;2004.0
1;278600;BANANAS;4846;1;4843;30;;;4850;30;;;;;4848.0;1555.2197265625
1;278600;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2004.0
1;278700;BANANAS;4843;27;;;;;4850;27;;;;;4846.5;1554.9677734375
1;278700;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2004.0
1;278800;BANANAS;4843;23;;;;;4850;23;;;;;4846.5;1554.841796875
1;278800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2004.0
1;278900;PEARLS;9995;22;;;;;10002;2;10005;22;;;9998.5;2004.0
1;278900;BANANAS;4843;22;;;;;4848;2;4850;22;;;4845.5;1554.7841796875
1;279000;PEARLS;9995;30;;;;;10002;9;10005;30;;;9998.5;2004.0
1;279000;BANANAS;4843;30;;;;;4848;9;4850;30;;;4845.5;1555.224609375
1;279100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2004.0
1;279100;BANANAS;4846;3;4843;25;;;4850;25;;;;;4848.0;1554.9765625
1;279200;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;2004.0
1;279200;BANANAS;4849;1;4844;1;4843;27;4850;28;;;;;4849.5;1555.5732421875
1;279300;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2006.0
1;279300;BANANAS;4848;4;4844;29;;;4850;2;4851;27;;;4849.0;1556.6572265625
1;279400;PEARLS;9996;2;9995;25;;;9998;5;10004;2;10005;25;9997.0;2006.0
1;279400;BANANAS;4845;27;;;;;4851;27;;;;;4848.0;1558.078125
1;279500;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2016.0
1;279500;BANANAS;4845;29;;;;;4851;2;4852;27;;;4848.0;1558.20703125
1;279600;PEARLS;9998;2;9996;1;9995;20;10004;1;10005;20;;;10001.0;2016.0
1;279600;BANANAS;4845;1;4844;21;;;4851;21;;;;;4848.0;1557.296875
1;279700;PEARLS;9998;6;9996;2;9995;25;10004;2;10005;25;;;10001.0;2016.0
1;279700;BANANAS;4845;8;4844;25;;;4851;27;;;;;4848.0;1557.65234375
1;279800;PEARLS;10002;1;9998;9;9995;22;10005;22;;;;;10003.5;2016.0
1;279800;BANANAS;4845;9;4844;22;;;4851;22;;;;;4848.0;1557.5810546875
1;279900;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;2018.0
1;279900;BANANAS;4844;23;;;;;4845;1;4851;23;;;4844.5;1556.8359375
1;280000;BANANAS;4844;22;;;;;4851;22;;;;;4847.5;1556.5078125
1;280000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;2018.0
1;280100;BANANAS;4844;1;4843;25;;;4850;27;;;;;4847.0;1555.552734375
1;280100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2018.0
1;280200;BANANAS;4843;26;;;;;4848;9;4850;26;;;4845.5;1555.220703125
1;280200;PEARLS;9996;1;9995;25;;;10002;9;10004;1;10005;25;9999.0;2018.0
1;280300;BANANAS;4843;30;;;;;4850;30;;;;;4846.5;1555.0419921875
1;280300;PEARLS;10002;2;9996;1;9995;29;10004;1;10005;29;;;10003.0;2018.0
1;280400;BANANAS;4844;6;4843;28;;;4849;1;4850;27;;;4846.5;1554.3359375
1;280400;PEARLS;9998;5;9996;1;9995;27;10004;1;10005;27;;;10001.0;2022.0
1;280500;BANANAS;4842;23;;;;;4849;23;;;;;4845.5;1553.7470703125
1;280500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;2022.0
1;280600;BANANAS;4842;29;;;;;4849;29;;;;;4845.5;1553.3017578125
1;280600;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2022.0
1;280700;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2022.0
1;280700;BANANAS;4843;1;4842;28;;;4849;29;;;;;4846.0;1553.4951171875
1;280800;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2022.0
1;280800;BANANAS;4842;27;;;;;4849;27;;;;;4845.5;1552.7060546875
1;280900;BANANAS;4842;22;;;;;4849;22;;;;;4845.5;1552.427734375
1;280900;PEARLS;10000;3;9995;22;;;10005;22;;;;;10002.5;2022.0
1;281000;BANANAS;4842;29;;;;;4849;29;;;;;4845.5;1552.787109375
1;281000;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2022.0
1;281100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;2022.0
1;281100;BANANAS;4841;30;;;;;4848;30;;;;;4844.5;1551.45703125
1;281200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;2022.0
1;281200;BANANAS;4841;30;;;;;4848;30;;;;;4844.5;1551.2783203125
1;281300;BANANAS;4842;32;;;;;4848;2;4849;30;;;4845.0;1552.3232421875
1;281300;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2022.0
1;281400;BANANAS;4841;21;;;;;4848;21;;;;;4844.5;1550.3701171875
1;281400;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;2022.0
1;281500;PEARLS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;2022.0
1;281500;BANANAS;4841;22;;;;;4846;6;4848;22;;;4843.5;1550.8056640625
1;281600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;2022.0
1;281600;BANANAS;4842;23;;;;;4848;23;;;;;4845.0;1552.015625
1;281700;BANANAS;4843;3;4842;22;;;4848;22;;;;;4845.5;1551.970703125
1;281700;PEARLS;9998;4;9995;22;;;10005;22;;;;;10001.5;2022.0
1;281800;BANANAS;4842;1;4841;20;;;4846;9;4848;21;;;4844.0;1551.4482421875
1;281800;PEARLS;9996;1;9995;20;;;10002;9;10004;1;10005;20;9999.0;2022.0
1;281900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;2022.0
1;281900;BANANAS;4842;26;;;;;4849;26;;;;;4845.5;1552.2236328125
1;282000;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2022.0
1;282000;BANANAS;4842;29;;;;;4843;1;4849;29;;;4842.5;1552.8603515625
1;282100;BANANAS;4843;9;4842;28;;;4849;28;;;;;4846.0;1553.1689453125
1;282100;PEARLS;9998;9;9996;1;9995;27;10004;1;10005;27;;;10001.0;2022.0
1;282200;PEARLS;9998;1;9996;1;9995;24;10000;6;10004;1;10005;24;9999.0;2022.0
1;282200;BANANAS;4844;1;4843;25;;;4849;1;4850;24;;;4846.5;1554.4462890625
1;282300;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2022.0
1;282300;BANANAS;4843;1;4842;27;;;4849;29;;;;;4846.0;1553.4345703125
1;282400;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2022.0
1;282400;BANANAS;4843;28;;;;;4849;1;4850;27;;;4846.0;1554.4814453125
1;282500;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;2022.0
1;282500;BANANAS;4843;28;;;;;4849;2;4850;26;;;4846.0;1554.412109375
1;282600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2022.0
1;282600;BANANAS;4844;2;4843;23;;;4850;25;;;;;4847.0;1555.40234375
1;282700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2022.0
1;282700;BANANAS;4844;30;;;;;4850;1;4851;29;;;4847.0;1556.634765625
1;282800;PEARLS;9998;6;9995;27;;;10005;27;;;;;10001.5;2022.0
1;282800;BANANAS;4849;13;4845;6;4844;27;4851;27;;;;;4850.0;1557.0615234375
1;282900;BANANAS;4844;29;;;;;4849;9;4851;29;;;4846.5;1575.4453125
1;282900;PEARLS;9996;1;9995;28;;;10002;9;10004;1;10005;28;9999.0;2022.0
1;283000;BANANAS;4844;23;;;;;4851;23;;;;;4847.5;1577.58984375
1;283000;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2022.0
1;283100;BANANAS;4844;27;;;;;4849;4;4850;2;4851;25;4846.5;1578.734375
1;283100;PEARLS;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;2022.0
1;283200;BANANAS;4849;1;4844;1;4843;29;4850;30;;;;;4849.5;1584.8671875
1;283200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2022.0
1;283300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2022.0
1;283300;BANANAS;4844;27;;;;;4850;1;4851;26;;;4847.0;1581.9296875
1;283400;PEARLS;10002;2;9996;1;9995;21;10004;1;10005;21;;;10003.0;2022.0
1;283400;BANANAS;4844;22;;;;;4851;22;;;;;4847.5;1579.7265625
1;283500;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;2026.0
1;283500;BANANAS;4849;1;4844;23;;;4851;23;;;;;4850.0;1578.8828125
1;283600;PEARLS;9996;1;9995;27;;;10002;10;10004;1;10005;27;9999.0;2026.0
1;283600;BANANAS;4844;28;;;;;4846;2;4849;10;4851;28;4845.0;1579.33984375
1;283700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2026.0
1;283700;BANANAS;4845;1;4844;22;;;4851;24;;;;;4848.0;1580.61328125
1;283800;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2026.0
1;283800;BANANAS;4845;27;;;;;4852;27;;;;;4848.5;1572.34375
1;283900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2026.0
1;283900;BANANAS;4846;5;4845;31;;;4852;31;;;;;4849.0;1570.5234375
1;284000;PEARLS;9995;28;;;;;10002;3;10005;28;;;9998.5;2026.0
1;284000;BANANAS;4845;28;;;;;4850;3;4852;28;;;4847.5;1571.68359375
1;284100;PEARLS;9998;10;9995;30;;;10005;30;;;;;10001.5;2026.0
1;284100;BANANAS;4846;10;4845;30;;;4852;30;;;;;4849.0;1569.0546875
1;284200;PEARLS;10000;5;9995;28;;;10005;28;;;;;10002.5;2026.0
1;284200;BANANAS;4845;28;;;;;4852;28;;;;;4848.5;1571.2578125
1;284300;PEARLS;9996;2;9995;21;;;10002;5;10004;2;10005;21;9999.0;2026.0
1;284300;BANANAS;4845;23;;;;;4850;5;4852;23;;;4847.5;1570.83984375
1;284400;BANANAS;4846;9;4845;21;;;4852;21;;;;;4849.0;1569.796875
1;284400;PEARLS;9998;9;9996;1;9995;20;10004;1;10005;20;;;10001.0;2026.0
1;284500;BANANAS;4850;3;4846;23;;;4852;23;;;;;4851.0;1565.99609375
1;284500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;2026.0
1;284600;BANANAS;4851;1;4846;25;;;4852;25;;;;;4851.5;1571.1015625
1;284600;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2026.0
1;284700;BANANAS;4846;26;;;;;4851;5;4852;2;4853;24;4848.5;1566.7890625
1;284700;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;2026.0
1;284800;BANANAS;4846;21;;;;;4852;1;4853;20;;;4849.0;1565.796875
1;284800;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2026.0
1;284900;BANANAS;4846;2;4845;22;;;4850;5;4852;24;;;4848.0;1572.1171875
1;284900;PEARLS;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;2026.0
1;285000;BANANAS;4846;3;4845;25;;;4852;25;;;;;4849.0;1575.3828125
1;285000;PEARLS;9996;1;9995;24;;;9998;1;10004;1;10005;24;9997.0;2026.0
1;285100;BANANAS;4845;28;;;;;4846;1;4852;28;;;4845.5;1574.59375
1;285100;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;2028.0
1;285200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;2028.0
1;285200;BANANAS;4851;1;4846;27;;;4853;27;;;;;4852.0;1569.55078125
1;285300;BANANAS;4851;8;4847;3;4846;20;4853;20;;;;;4852.0;1571.203125
1;285300;PEARLS;9998;3;9995;20;;;10005;20;;;;;10001.5;2028.0
1;285400;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2028.0
1;285400;BANANAS;4846;27;;;;;4853;27;;;;;4849.5;1570.953125
1;285500;BANANAS;4846;25;;;;;4851;7;4853;25;;;4848.5;1570.6796875
1;285500;PEARLS;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;2028.0
1;285600;PEARLS;9998;9;9996;2;9995;21;10004;2;10005;21;;;10001.0;2028.0
1;285600;BANANAS;4846;11;4845;21;;;4852;23;;;;;4849.0;1580.453125
1;285700;BANANAS;4845;24;;;;;4851;1;4852;23;;;4848.0;1589.2109375
1;285700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2028.0
1;285800;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;2028.0
1;285800;BANANAS;4845;27;;;;;4851;1;4852;26;;;4848.0;1589.296875
1;285900;BANANAS;4845;27;;;;;4846;3;4851;2;4852;25;4845.5;1588.9609375
1;285900;PEARLS;10002;1;9996;2;9995;25;10004;2;10005;25;;;10003.0;2030.0
1;286000;PEARLS;9996;2;9995;26;;;10002;3;10004;2;10005;26;9999.0;2032.0
1;286000;BANANAS;4845;28;;;;;4849;3;4851;28;;;4847.0;1591.7578125
1;286100;BANANAS;4845;30;;;;;4851;2;4852;28;;;4848.0;1589.109375
1;286100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2032.0
1;286200;PEARLS;9995;24;;;;;10002;8;10005;24;;;9998.5;2032.0
1;286200;BANANAS;4845;24;;;;;4850;8;4851;24;;;4847.5;1591.140625
1;286300;BANANAS;4845;25;;;;;4852;25;;;;;4848.5;1586.734375
1;286300;PEARLS;10000;3;9996;1;9995;24;10004;1;10005;24;;;10002.0;2032.0
1;286400;PEARLS;10002;6;9996;1;9995;25;10004;1;10005;25;;;10003.0;2032.0
1;286400;BANANAS;4844;26;;;;;4851;26;;;;;4847.5;1598.5625
1;286500;BANANAS;4850;1;4845;8;4844;25;4851;25;;;;;4850.5;1595.15625
1;286500;PEARLS;9998;8;9995;25;;;10005;25;;;;;10001.5;2044.0
1;286600;PEARLS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;2044.0
1;286600;BANANAS;4845;25;;;;;4852;25;;;;;4848.5;1588.90625
1;286700;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2046.0
1;286700;BANANAS;4845;25;;;;;4852;26;;;;;4848.5;1588.8515625
1;286800;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2046.0
1;286800;BANANAS;4844;29;;;;;4845;1;4851;29;;;4844.5;1601.3359375
1;286900;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2046.0
1;286900;BANANAS;4844;30;;;;;4851;30;;;;;4847.5;1605.4375
1;287000;PEARLS;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;2046.0
1;287000;BANANAS;4844;8;4843;26;;;4850;26;;;;;4847.0;1619.6640625
1;287100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2046.0
1;287100;BANANAS;4844;1;4843;26;;;4850;27;;;;;4847.0;1613.6484375
1;287200;PEARLS;9996;1;9995;27;;;10000;5;10002;6;10004;1;9998.0;2046.0
1;287200;BANANAS;4843;28;;;;;4848;6;4850;28;;;4845.5;1616.3359375
1;287300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2046.0
1;287300;BANANAS;4844;26;;;;;4850;26;;;;;4847.0;1610.6953125
1;287400;BANANAS;4843;20;;;;;4848;10;4850;20;;;4845.5;1618.375
1;287400;PEARLS;9995;20;;;;;10002;10;10005;20;;;9998.5;2046.0
1;287500;BANANAS;4844;2;4843;28;;;4850;28;;;;;4847.0;1619.328125
1;287500;PEARLS;9998;2;9995;28;;;10005;28;;;;;10001.5;2046.0
1;287600;BANANAS;4848;1;4843;23;;;4850;23;;;;;4849.0;1621.5703125
1;287600;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;2046.0
1;287700;PEARLS;9998;8;9996;2;9995;23;10004;2;10005;23;;;10001.0;2046.0
1;287700;BANANAS;4844;8;4843;25;;;4850;25;;;;;4847.0;1620.4921875
1;287800;PEARLS;9995;23;;;;;9998;1;10005;23;;;9996.5;2046.0
1;287800;BANANAS;4844;23;;;;;4850;23;;;;;4847.0;1611.6328125
1;287900;PEARLS;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;2048.0
1;287900;BANANAS;4844;29;;;;;4849;9;4850;29;;;4846.5;1610.953125
1;288000;PEARLS;9995;22;;;;;9998;9;10005;22;;;9996.5;2048.0
1;288000;BANANAS;4844;22;;;;;4850;22;;;;;4847.0;1612.765625
1;288100;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;2066.0
1;288100;BANANAS;4843;24;;;;;4850;24;;;;;4846.5;1618.15625
1;288200;PEARLS;9995;29;;;;;10002;8;10005;29;;;9998.5;2066.0
1;288200;BANANAS;4843;29;;;;;4848;9;4850;29;;;4845.5;1616.6015625
1;288300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2066.0
1;288300;BANANAS;4844;25;;;;;4850;25;;;;;4847.0;1613.1171875
1;288400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2066.0
1;288400;BANANAS;4844;1;4843;21;;;4850;22;;;;;4847.0;1616.1640625
1;288500;PEARLS;9998;4;9995;24;;;10005;24;;;;;10001.5;2066.0
1;288500;BANANAS;4844;4;4843;24;;;4850;24;;;;;4847.0;1614.65625
1;288600;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2066.0
1;288600;BANANAS;4844;23;;;;;4850;23;;;;;4847.0;1612.078125
1;288700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2066.0
1;288700;BANANAS;4849;1;4844;25;;;4850;25;;;;;4849.5;1610.9453125
1;288800;BANANAS;4849;1;4844;29;;;4850;29;;;;;4849.5;1612.78125
1;288800;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2066.0
1;288900;BANANAS;4844;29;;;;;4850;29;;;;;4847.0;1614.5
1;288900;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2066.0
1;289000;BANANAS;4845;32;;;;;4851;32;;;;;4848.0;1599.2734375
1;289000;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2066.0
1;289100;BANANAS;4846;8;4845;32;;;4852;32;;;;;4849.0;1592.171875
1;289100;PEARLS;9998;9;9996;2;9995;30;10004;2;10005;30;;;10001.0;2066.0
1;289200;BANANAS;4848;6;4845;20;;;4852;20;;;;;4850.0;1587.3984375
1;289200;PEARLS;10002;1;9995;20;;;10005;20;;;;;10003.5;2066.0
1;289300;BANANAS;4845;22;;;;;4852;22;;;;;4848.5;1586.2421875
1;289300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;2068.0
1;289400;BANANAS;4846;1;4845;20;;;4852;21;;;;;4849.0;1587.46875
1;289400;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2068.0
1;289500;BANANAS;4845;30;;;;;4852;30;;;;;4848.5;1587.5546875
1;289500;PEARLS;10002;10;9995;30;;;10005;30;;;;;10003.5;2068.0
1;289600;BANANAS;4851;1;4846;2;4845;22;4852;24;;;;;4851.5;1587.0390625
1;289600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2088.0
1;289700;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2088.0
1;289700;BANANAS;4845;29;;;;;4851;29;;;;;4848.0;1603.09375
1;289800;PEARLS;9998;6;9996;1;9995;24;10004;1;10005;24;;;10001.0;2088.0
1;289800;BANANAS;4850;1;4845;7;4844;24;4851;25;;;;;4850.5;1605.078125
1;289900;BANANAS;4845;1;4844;28;;;4851;29;;;;;4848.0;1608.515625
1;289900;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;2088.0
1;290000;BANANAS;4844;22;;;;;4850;1;4851;21;;;4847.0;1618.15625
1;290000;PEARLS;10002;4;9996;1;9995;21;10004;1;10005;21;;;10003.0;2090.0
1;290100;PEARLS;10002;1;10000;3;9995;20;10005;20;;;;;10003.5;2098.0
1;290100;BANANAS;4844;20;;;;;4851;20;;;;;4847.5;1616.2109375
1;290200;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2100.0
1;290200;BANANAS;4844;31;;;;;4850;1;4851;30;;;4847.0;1619.7734375
1;290300;BANANAS;4844;30;;;;;4850;1;4851;29;;;4847.0;1619.8828125
1;290300;PEARLS;10000;2;9996;1;9995;29;10004;1;10005;29;;;10002.0;2100.0
1;290400;BANANAS;4845;2;4844;20;;;4851;22;;;;;4848.0;1606.375
1;290400;PEARLS;10002;4;9996;2;9995;20;10004;2;10005;20;;;10003.0;2100.0
1;290500;PEARLS;9996;2;9995;28;;;10002;4;10004;2;10005;28;9999.0;2108.0
1;290500;BANANAS;4845;2;4844;28;;;4849;4;4851;30;;;4847.0;1609.6796875
1;290600;PEARLS;10002;8;9995;30;;;10005;30;;;;;10003.5;2108.0
1;290600;BANANAS;4845;30;;;;;4852;30;;;;;4848.5;1597.5546875
1;290700;BANANAS;4845;27;;;;;4851;27;;;;;4848.0;1604.625
1;290700;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2124.0
1;290800;BANANAS;4845;30;;;;;4852;30;;;;;4848.5;1601.1796875
1;290800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;2124.0
1;290900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2124.0
1;290900;BANANAS;4845;24;;;;;4852;24;;;;;4848.5;1595.703125
1;291000;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;2124.0
1;291000;BANANAS;4850;1;4846;9;4845;28;4852;28;;;;;4851.0;1596.7734375
1;291100;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2124.0
1;291100;BANANAS;4845;22;;;;;4852;22;;;;;4848.5;1598.640625
1;291200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2124.0
1;291200;BANANAS;4845;30;;;;;4851;1;4852;29;;;4848.0;1602.984375
1;291300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;2124.0
1;291300;BANANAS;4844;25;;;;;4845;12;4851;25;;;4844.5;1611.9375
1;291400;PEARLS;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;2124.0
1;291400;BANANAS;4844;31;;;;;4849;4;4851;31;;;4846.5;1646.71484375
1;291500;PEARLS;9995;25;;;;;10002;4;10005;25;;;9998.5;2124.0
1;291500;BANANAS;4843;25;;;;;4848;4;4850;25;;;4845.5;1651.69921875
1;291600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2124.0
1;291600;BANANAS;4843;29;;;;;4850;29;;;;;4846.5;1651.84765625
1;291700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;2124.0
1;291700;BANANAS;4844;26;;;;;4849;5;4851;26;;;4846.5;1645.6640625
1;291800;BANANAS;4845;28;;;;;4851;28;;;;;4848.0;1642.11328125
1;291800;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;2124.0
1;291900;BANANAS;4845;1;4844;22;;;4849;3;4851;24;;;4847.0;1643.0390625
1;291900;PEARLS;9996;2;9995;22;;;10002;3;10004;2;10005;22;9999.0;2124.0
1;292000;BANANAS;4844;23;;;;;4850;23;;;;;4847.0;1649.8125
1;292000;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2124.0
1;292100;BANANAS;4845;6;4844;30;;;4851;30;;;;;4848.0;1645.671875
1;292100;PEARLS;9998;6;9996;2;9995;28;10004;2;10005;28;;;10001.0;2124.0
1;292200;PEARLS;10002;8;9998;5;9995;28;10005;28;;;;;10003.5;2124.0
1;292200;BANANAS;4845;4;4844;28;;;4851;28;;;;;4848.0;1645.796875
